0.20133,0.20133,0.20133,0.20133,0.20133,0.20133,0.20133,0.20133,0.20133,0.20133,0.097285,0.097285,0.097285,0.097285,0.097285,0.097285,0.097285,0.097285,0.097285,0.097285
0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811
0.2126,0.2126,0.2126,0.2126,0.2126,0.2126,0.2126,0.2126,0.2126,0.2126,0.069278,0.069278,0.069278,0.069278,0.069278,0.069278,0.069278,0.069278,0.069278,0.069278
0.12433,0.12433,0.12433,0.12433,0.29018,0.29018,0.29018,0.29018,0.093754,0.093754,0.093754,0.093754,0.11916,0.11916,0.11916,0.11916,0.048428,0.048428,0.048428,0.048428
0.16344,0.16344,0.16344,0.16344,0.16344,0.16344,0.16344,0.16344,0.16344,0.16344,0.1526,0.1526,0.1526,0.1526,0.1526,0.1526,0.1526,0.1526,0.1526,0.1526
0.26434,0.26434,0.26434,0.26434,0.26434,0.26434,0.26434,0.033272,0.033272,0.033272,0.033272,0.033272,0.033272,0.033272,0.022851,0.022851,0.022851,0.022851,0.022851,0.022851
0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811
0.31615,0.31615,0.31615,0.31615,0.31615,0.0064377,0.0064377,0.0064377,0.0064377,0.0064377,0.0026987,0.0026987,0.0026987,0.0026987,0.0026987,0.0013287,0.0013287,0.0013287,0.0013287,0.0013287
0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811
0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811
0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811
0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811
0.20787,0.20787,0.20787,0.20787,0.20787,0.20787,0.20787,0.20787,0.20787,0.20787,0.082389,0.082389,0.082389,0.082389,0.082389,0.082389,0.082389,0.082389,0.082389,0.082389
0.25791,0.25791,0.25791,0.25791,0.25791,0.25791,0.25791,0.057873,0.057873,0.057873,0.057873,0.057873,0.057873,0.057873,0.042673,0.042673,0.042673,0.042673,0.042673,0.042673
0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811
0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811
0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811
0.20426,0.20426,0.20426,0.20426,0.20426,0.20426,0.20426,0.16372,0.16372,0.16372,0.16372,0.16372,0.16372,0.16372,0.058189,0.058189,0.058189,0.058189,0.058189,0.058189
0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811
0.22823,0.22823,0.22823,0.22823,0.22823,0.2017,0.2017,0.2017,0.2017,0.2017,0.080099,0.080099,0.080099,0.080099,0.080099,0.0285,0.0285,0.0285,0.0285,0.0285
0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811
0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811
0.26086,0.26086,0.26086,0.26086,0.26086,0.26086,0.26086,0.056774,0.056774,0.056774,0.056774,0.056774,0.056774,0.056774,0.013591,0.013591,0.013591,0.013591,0.013591,0.013591
0.24656,0.24656,0.24656,0.24656,0.24656,0.24656,0.24656,0.061654,0.061654,0.061654,0.061654,0.061654,0.061654,0.061654,0.08931,0.08931,0.08931,0.08931,0.08931,0.08931
0.2176,0.2176,0.2176,0.2176,0.2176,0.2176,0.2176,0.2176,0.2176,0.2176,0.051492,0.051492,0.051492,0.051492,0.051492,0.051492,0.051492,0.051492,0.051492,0.051492
0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811
0.29179,0.29179,0.29179,0.29179,0.29179,0.11961,0.11961,0.11961,0.11961,0.11961,0.021591,0.021591,0.021591,0.021591,0.021591,0.0094554,0.0094554,0.0094554,0.0094554,0.0094554
0.21309,0.21309,0.21309,0.21309,0.21309,0.21309,0.21309,0.21309,0.21309,0.21309,0.067763,0.067763,0.067763,0.067763,0.067763,0.067763,0.067763,0.067763,0.067763,0.067763
0.17222,0.17222,0.17222,0.17222,0.17222,0.17222,0.17222,0.17222,0.17222,0.17222,0.14262,0.14262,0.14262,0.14262,0.14262,0.14262,0.14262,0.14262,0.14262,0.14262
0.22278,0.22278,0.22278,0.22278,0.22278,0.22278,0.22278,0.22278,0.22278,0.22278,0.019215,0.019215,0.019215,0.019215,0.019215,0.019215,0.019215,0.019215,0.019215,0.019215
0.31553,0.31553,0.31553,0.31553,0.31553,0.01974,0.01974,0.01974,0.01974,0.01974,0.0043075,0.0043075,0.0043075,0.0043075,0.0043075,0.0058486,0.0058486,0.0058486,0.0058486,0.0058486
0.14301,0.14301,0.14301,0.14301,0.14301,0.20377,0.20377,0.20377,0.20377,0.20377,0.15476,0.15476,0.15476,0.15476,0.15476,0.11865,0.11865,0.11865,0.11865,0.11865
0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811
0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811
0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811
0.17138,0.17138,0.17138,0.17138,0.17138,0.17138,0.17138,0.19642,0.19642,0.19642,0.19642,0.19642,0.19642,0.19642,0.063691,0.063691,0.063691,0.063691,0.063691,0.063691
0.20203,0.20203,0.20203,0.20203,0.20203,0.20203,0.20203,0.20203,0.20203,0.20203,0.095825,0.095825,0.095825,0.095825,0.095825,0.095825,0.095825,0.095825,0.095825,0.095825
0.22285,0.22285,0.22285,0.22285,0.22285,0.183,0.183,0.183,0.183,0.183,0.12836,0.12836,0.12836,0.12836,0.12836,0.019264,0.019264,0.019264,0.019264,0.019264
0.21967,0.21967,0.21967,0.21967,0.21967,0.21967,0.21967,0.13469,0.13469,0.13469,0.13469,0.13469,0.13469,0.13469,0.076616,0.076616,0.076616,0.076616,0.076616,0.076616
0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811
0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811
0.25992,0.25992,0.25992,0.25992,0.25992,0.25992,0.25992,0.062135,0.062135,0.062135,0.062135,0.062135,0.062135,0.062135,0.0033961,0.0033961,0.0033961,0.0033961,0.0033961,0.0033961
0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811
0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811
0.22217,0.22217,0.22217,0.22217,0.22217,0.22217,0.22217,0.22217,0.22217,0.22217,0.025323,0.025323,0.025323,0.025323,0.025323,0.025323,0.025323,0.025323,0.025323,0.025323
0.12927,0.12927,0.12927,0.12927,0.12927,0.12927,0.12927,0.12927,0.12927,0.12927,0.18245,0.18245,0.18245,0.18245,0.18245,0.18245,0.18245,0.18245,0.18245,0.18245
0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811,0.15811
